"Name":"Handles":"Threads":"Company":"StartTime"
"esif_uf":"152":"System.Diagnostics.ProcessThreadCollection"::
"esrv":"929":"System.Diagnostics.ProcessThreadCollection":"":"18-9-2024 08:54:02"
"esrv_svc":"1716":"System.Diagnostics.ProcessThreadCollection"::
"EXCEL":"2472":"System.Diagnostics.ProcessThreadCollection":"Microsoft Corporation":"18-9-2024 10:21:36"
"explorer":"4848":"System.Diagnostics.ProcessThreadCollection":"Microsoft Corporation":"18-9-2024 08:50:02"
